date,Rainfall,SP,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,SH2M,RH2M,T2M,T2MDEW,T2MWET,TSkin,T2M_RANGE,T2M_MAX,T2M_MIN,WD50M,WS50M_RANGE,WS50M_MIN,WS50M_MAX,WS50M
1995-02-22,3.84,99.53,10.48,15.33,6.19,9.15,222.25,4.76,91.31,4.25,2.94,3.6,3.94,6.65,7.94,1.29,223.75,11.01,8.98,19.99,13.77
1995-02-23,0.98,98.8,6.5,9.71,2.05,7.67,236.44,4.39,89.75,3.39,1.79,2.58,3.2,5.37,6.9,1.53,237.69,9.7,2.79,12.49,9.04
1995-02-24,1.65,98.24,2.45,4.04,0.98,3.05,232.75,4.7,94.94,3.3,2.63,2.97,3.47,4.55,6.26,1.7,233.38,5.02,1.12,6.14,3.6
1995-02-25,2.57,98.24,4.45,6.84,3.02,3.82,307.5,4.58,91.75,3.57,2.3,2.94,3.42,5.43,6.31,0.88,308.06,3.74,4.74,8.48,6.67
1995-02-26,0.08,99.76,4.53,6.57,2.82,3.75,327.62,3.54,86.0,1.23,-1.0,0.12,1.16,8.48,6.13,-2.35,328.38,2.42,5.59,8.01,6.55
1995-02-27,1.72,100.35,7.51,9.21,4.38,4.84,242.12,5.19,95.56,4.54,3.88,4.21,4.41,10.24,9.77,-0.47,243.44,6.93,5.59,12.52,9.82
1995-02-28,0.24,100.02,10.78,12.75,8.91,3.84,234.19,6.23,88.38,8.8,6.94,7.87,8.55,6.83,13.26,6.44,235.75,5.01,11.76,16.77,14.27
1995-03-01,4.81,98.93,9.26,13.04,6.03,7.02,243.75,4.7,85.56,4.73,2.48,3.61,4.55,7.05,7.66,0.61,245.0,9.76,7.56,17.33,12.26
1995-03-02,8.16,98.56,6.3,8.05,4.48,3.56,207.56,3.66,88.44,1.11,-0.74,0.19,1.09,6.36,4.71,-1.65,208.75,4.88,5.93,10.8,8.26
1995-03-03,1.29,98.59,5.09,8.07,2.2,5.88,296.38,3.23,89.06,-0.6,-2.36,-1.48,-1.27,7.31,3.08,-4.23,296.94,6.73,3.52,10.26,7.07
1995-03-04,2.94,99.36,4.88,8.51,2.62,5.89,247.75,3.36,89.81,-0.29,-1.79,-1.04,-0.39,8.59,3.44,-5.14,248.62,8.52,3.2,11.73,6.83
1995-03-05,1.16,97.68,7.23,8.44,5.02,3.42,251.0,4.52,93.44,2.92,1.97,2.44,2.53,3.34,4.93,1.58,252.31,3.9,7.67,11.58,10.02
1995-03-06,0.78,98.84,8.03,10.32,5.58,4.74,280.75,3.91,87.5,2.09,0.18,1.14,1.76,4.55,4.33,-0.23,282.0,5.11,8.23,13.34,10.99
1995-03-07,5.91,98.29,6.37,11.82,2.56,9.26,201.69,4.09,94.38,1.49,0.65,1.07,1.24,5.63,4.22,-1.42,203.25,11.84,3.69,15.52,8.8
1995-03-08,2.4,98.33,5.82,8.76,2.41,6.35,248.69,4.09,91.0,2.01,0.65,1.33,1.75,5.88,5.23,-0.66,249.94,8.16,3.55,11.72,8.36
1995-03-09,0.15,99.75,5.48,8.34,3.46,4.88,188.19,4.27,90.69,2.75,1.37,2.06,2.65,8.84,6.87,-1.97,189.0,7.25,4.16,11.41,7.81
1995-03-10,0.01,99.38,8.82,11.35,6.05,5.3,151.12,5.13,86.88,6.22,4.07,5.15,5.98,9.3,11.44,2.14,152.38,5.95,8.45,14.4,11.91
1995-03-11,6.0,100.04,3.98,5.8,2.37,3.44,232.5,5.8,95.0,6.63,5.87,6.26,6.66,7.95,11.26,3.31,233.38,4.45,3.4,7.85,5.55
1995-03-12,0.02,101.47,2.8,4.47,1.43,3.04,240.88,3.97,76.5,4.84,0.64,2.74,4.19,10.99,10.55,-0.44,211.44,4.73,2.04,6.76,3.88
1995-03-13,0.01,101.4,0.66,1.99,0.05,1.94,148.0,3.97,69.88,6.08,0.62,3.36,3.84,11.51,12.33,0.82,148.38,2.85,0.1,2.95,0.89
1995-03-14,2.55,100.02,4.02,5.66,2.3,3.35,260.62,5.0,94.38,4.37,3.66,4.01,4.0,9.08,10.14,1.05,261.25,4.84,3.44,8.29,5.76
1995-03-15,0.73,98.61,6.51,8.04,5.26,2.78,260.75,3.91,88.75,1.9,0.17,1.03,1.74,4.72,4.4,-0.32,261.75,2.73,7.53,10.27,8.85
1995-03-16,0.71,98.46,7.63,9.24,5.76,3.48,233.94,4.52,89.5,3.61,1.92,2.76,3.6,8.77,7.63,-1.13,235.38,5.2,7.27,12.47,10.09
1995-03-17,2.71,97.34,12.49,15.24,8.57,6.67,246.19,4.94,80.56,6.26,3.06,4.66,5.9,3.0,7.89,4.89,247.69,8.44,11.48,19.92,16.7
1995-03-18,0.93,98.59,8.49,13.03,5.54,7.49,252.12,4.64,83.19,5.22,2.48,3.84,5.03,5.23,7.97,2.73,253.38,8.98,8.62,17.59,11.44
1995-03-19,0.54,99.59,6.29,8.04,5.0,3.05,286.56,3.97,85.75,2.89,0.57,1.73,2.86,6.84,7.02,0.19,287.44,3.84,6.53,10.37,8.65
1995-03-20,0.16,101.32,5.98,8.28,3.06,5.22,307.0,3.78,85.38,2.4,0.05,1.23,2.35,7.79,6.96,-0.83,308.19,3.77,6.62,10.4,8.65
1995-03-21,0.05,102.31,2.06,3.55,0.28,3.26,258.31,3.78,80.25,3.7,0.22,1.96,4.48,9.76,9.4,-0.35,259.06,6.0,0.36,6.36,3.19
1995-03-22,0.0,102.28,4.51,6.52,3.01,3.51,214.12,4.46,85.56,4.76,2.33,3.55,4.77,13.22,11.8,-1.42,214.44,3.33,5.26,8.59,7.15
1995-03-23,0.01,101.49,5.2,7.12,3.8,3.33,214.69,4.82,84.19,6.18,3.42,4.8,6.35,13.31,13.37,0.05,215.06,4.98,4.74,9.73,7.34
1995-03-24,0.05,100.82,6.78,9.5,3.39,6.11,268.69,5.31,82.12,7.81,4.68,6.25,7.79,6.71,11.23,4.51,269.94,7.76,5.27,13.02,9.27
1995-03-25,0.76,100.62,8.51,9.62,7.51,2.11,288.75,5.49,81.0,8.32,5.08,6.7,8.34,3.84,10.21,6.37,289.88,3.02,10.2,13.22,11.58
1995-03-26,1.38,100.07,8.9,11.52,7.48,4.05,272.0,5.92,86.81,8.44,6.28,7.37,8.38,4.56,11.35,6.79,273.5,5.63,9.85,15.48,11.89
1995-03-27,0.66,100.07,7.96,11.36,3.12,8.24,324.25,3.6,78.56,2.52,-1.06,0.73,2.48,9.34,7.45,-1.88,325.0,8.57,6.69,15.26,11.06
1995-03-28,7.41,99.06,7.15,9.8,3.45,6.34,216.38,4.09,92.5,1.67,0.56,1.12,1.39,9.8,7.87,-1.94,202.75,6.81,6.95,13.77,9.98
1995-03-29,0.1,100.76,4.55,7.71,0.87,6.84,318.81,3.48,80.19,2.02,-1.29,0.37,1.4,10.57,7.16,-3.41,319.88,8.52,1.2,9.72,6.13
1995-03-30,0.17,101.57,5.29,7.35,2.55,4.8,223.31,4.64,85.06,5.19,2.68,3.94,5.02,11.84,9.88,-1.96,224.12,4.62,4.58,9.2,7.84
1995-03-31,0.19,101.44,6.45,8.62,4.54,4.07,269.56,7.26,89.94,11.05,9.39,10.23,11.01,8.63,16.01,7.39,270.44,3.49,7.56,11.05,8.99
1995-04-01,0.08,101.76,6.25,8.19,4.48,3.71,271.56,7.39,86.56,12.06,9.69,10.87,11.94,9.55,17.55,8.0,272.44,2.39,7.82,10.2,9.03
1995-04-02,0.04,101.29,7.04,9.26,5.4,3.86,249.56,6.77,85.0,10.9,8.25,9.58,10.93,11.35,17.57,6.22,250.56,3.85,7.86,11.71,9.57
1995-04-03,0.22,100.4,5.54,6.55,3.98,2.56,265.0,6.35,90.0,8.82,7.21,8.01,8.79,7.52,13.45,5.94,266.0,1.38,7.0,8.38,7.69
1995-04-04,0.31,100.81,2.58,4.75,0.95,3.8,260.88,6.1,87.62,8.77,6.73,7.76,9.19,6.54,12.26,5.73,261.0,5.2,1.5,6.7,3.64
1995-04-05,0.11,100.8,5.73,8.81,2.77,6.04,241.38,6.41,85.75,9.88,7.51,8.69,10.01,7.73,13.97,6.23,242.12,5.41,5.63,11.05,8.1
1995-04-06,0.13,101.14,4.03,5.25,2.83,2.42,295.31,6.71,82.62,11.43,8.24,9.83,11.62,9.2,16.78,7.57,296.0,2.06,5.38,7.44,6.1
1995-04-07,0.21,101.28,6.48,9.55,3.15,6.41,260.06,6.41,84.75,10.15,7.5,8.83,10.43,8.95,14.82,5.87,260.69,6.85,4.9,11.76,8.74
1995-04-08,0.0,101.76,3.08,4.05,1.95,2.09,35.44,4.33,79.44,5.79,2.11,3.95,6.43,10.24,11.13,0.89,34.81,2.59,3.89,6.48,4.75
1995-04-09,0.05,101.41,3.7,4.84,2.09,2.74,241.94,5.07,84.19,6.46,3.98,5.23,6.62,12.61,11.93,-0.68,242.31,3.87,3.87,7.73,5.49
1995-04-10,0.29,100.88,3.5,4.96,0.83,4.14,281.31,6.35,83.94,10.08,7.28,8.68,10.19,8.05,14.77,6.73,281.56,5.91,1.17,7.08,4.89
1995-04-11,0.03,101.2,3.27,5.48,0.18,5.3,280.88,6.29,83.69,9.9,7.2,8.55,9.47,11.76,16.23,4.48,280.75,7.41,0.27,7.67,4.91
1995-04-12,0.05,102.0,3.35,4.22,2.5,1.72,201.75,5.07,79.75,7.87,4.22,6.05,8.54,11.39,13.76,2.37,202.19,3.48,3.48,6.96,4.95
1995-04-13,0.01,102.54,3.48,4.75,2.24,2.51,57.94,5.0,81.62,7.12,4.04,5.58,7.51,13.51,14.48,0.97,58.38,2.84,3.76,6.59,5.13
1995-04-14,0.06,102.38,2.62,4.35,0.45,3.91,250.31,5.92,83.5,9.36,6.41,7.89,9.91,13.23,16.54,3.3,250.88,7.36,0.67,8.03,4.1
1995-04-15,0.62,101.31,4.95,6.79,2.38,4.41,331.25,5.8,84.5,8.78,6.12,7.45,9.15,7.3,12.96,5.66,332.56,4.77,3.8,8.57,6.62
1995-04-16,0.74,100.61,6.46,8.02,4.08,3.93,307.31,5.49,85.12,7.71,5.22,6.46,7.98,6.45,10.62,4.17,308.38,3.78,6.41,10.2,8.66
1995-04-17,2.23,99.17,8.18,10.44,6.77,3.68,271.69,6.16,87.38,8.69,6.65,7.67,8.69,3.84,10.52,6.69,273.0,4.25,9.19,13.44,11.04
1995-04-18,1.13,98.62,5.66,7.58,2.09,5.5,317.19,4.15,76.88,4.65,0.67,2.66,4.74,8.12,7.92,-0.2,317.69,7.23,3.38,10.6,7.65
1995-04-19,0.57,99.24,3.35,4.23,2.42,1.81,298.25,3.66,80.31,2.62,-0.63,0.99,2.85,9.89,7.2,-2.7,298.38,2.71,3.97,6.68,5.24
1995-04-20,0.91,99.71,3.5,4.56,2.12,2.45,271.19,3.91,82.81,3.03,0.24,1.63,3.27,9.9,7.79,-2.11,271.75,2.39,3.89,6.28,5.11
1995-04-21,0.14,100.32,2.28,5.01,0.38,4.62,154.12,3.85,73.38,5.02,0.05,2.54,6.08,11.78,11.12,-0.66,155.31,8.19,0.6,8.79,3.66
1995-04-22,11.24,99.83,7.39,11.9,4.26,7.64,68.44,5.13,89.69,5.61,4.04,4.83,5.37,6.15,9.41,3.26,70.12,8.74,6.7,15.44,10.36
1995-04-23,2.94,100.57,5.34,8.76,1.1,7.66,130.44,5.62,81.31,8.79,5.5,7.15,8.82,8.16,13.15,4.99,131.06,9.88,1.59,11.48,7.31
1995-04-24,1.15,100.24,6.2,7.81,3.55,4.27,171.69,6.35,90.19,8.65,7.09,7.87,8.8,7.98,12.73,4.74,172.94,3.06,6.7,9.76,8.38
1995-04-25,0.15,99.48,8.19,10.0,6.55,3.45,35.25,6.9,82.38,11.54,8.3,9.92,11.79,11.41,18.34,6.93,36.75,4.23,8.54,12.77,10.59
1995-04-26,0.63,99.71,7.72,9.56,3.71,5.85,28.38,5.68,82.06,8.62,5.51,7.06,9.04,11.74,14.24,2.5,29.12,5.71,6.23,11.95,10.09
1995-04-27,0.01,100.02,3.99,4.83,2.7,2.12,39.44,4.39,75.75,6.33,1.98,4.15,7.3,10.23,12.05,1.81,39.81,3.24,4.25,7.5,5.45
1995-04-28,0.0,100.39,2.3,3.69,1.67,2.02,95.0,4.21,74.56,5.98,1.27,3.62,6.88,11.73,11.51,-0.21,95.62,5.19,1.82,7.01,3.55
1995-04-29,2.18,100.37,3.6,4.88,1.58,3.31,116.25,5.62,90.38,6.81,5.33,6.07,6.8,7.21,10.24,3.03,117.06,3.38,3.28,6.66,5.18
1995-04-30,0.2,101.01,2.95,3.62,1.96,1.66,169.12,6.77,84.38,10.95,8.22,9.58,11.36,10.7,16.29,5.58,170.12,3.87,3.52,7.38,4.7
1995-05-01,0.1,101.26,3.88,4.86,2.94,1.93,161.19,6.77,82.56,11.51,8.37,9.94,11.93,10.21,17.36,7.15,161.81,4.8,3.42,8.22,5.85
1995-05-02,0.02,101.33,3.63,4.74,2.55,2.2,168.5,7.69,81.88,13.46,10.12,11.79,13.71,12.88,19.9,7.01,168.88,2.38,4.18,6.55,5.37
1995-05-03,0.01,101.42,2.8,3.41,1.85,1.55,162.12,7.93,77.5,14.62,10.62,12.62,14.41,14.82,21.58,6.76,162.69,4.95,2.23,7.17,4.38
1995-05-04,0.0,101.32,2.73,3.82,1.66,2.17,185.62,7.26,70.81,14.94,9.16,12.05,14.31,16.72,22.34,5.63,185.88,4.85,1.8,6.65,4.07
1995-05-05,0.0,101.02,1.89,2.95,0.9,2.05,262.69,7.93,70.31,16.58,10.57,13.58,15.93,13.48,22.83,9.36,262.94,5.23,0.98,6.2,2.93
1995-05-06,0.02,100.72,1.59,2.82,0.85,1.97,275.38,8.54,73.12,16.88,11.71,14.3,16.51,14.66,23.24,8.58,229.06,5.17,0.9,6.07,2.49
1995-05-07,0.11,100.35,4.09,6.98,1.68,5.3,279.81,8.18,76.81,15.34,10.94,13.14,15.01,13.06,21.74,8.68,279.44,6.38,2.63,9.01,5.81
1995-05-08,0.28,100.36,6.95,9.16,3.99,5.17,296.62,6.1,80.0,10.19,6.68,8.43,10.55,8.27,14.51,6.25,297.5,4.14,7.5,11.64,9.5
1995-05-09,0.17,100.67,5.06,6.11,3.09,3.02,309.94,5.25,77.88,8.62,4.65,6.63,9.2,9.16,13.13,3.98,310.69,2.74,6.34,9.09,7.1
1995-05-10,0.63,100.47,3.34,4.88,1.67,3.21,171.69,5.19,79.94,7.87,4.37,6.12,8.98,10.15,13.12,2.98,172.38,5.29,1.8,7.1,4.56
1995-05-11,0.42,100.01,4.69,5.82,3.67,2.15,45.31,4.39,78.19,5.81,2.07,3.94,6.21,5.58,8.82,3.24,45.88,2.15,5.17,7.32,6.27
1995-05-12,0.31,99.86,5.27,6.51,3.91,2.6,21.06,4.09,76.0,5.26,1.01,3.13,5.74,7.3,8.75,1.44,21.88,1.96,6.16,8.12,7.19
1995-05-13,0.12,100.6,5.18,7.33,2.93,4.41,337.56,3.78,71.62,5.26,-0.06,2.61,5.79,8.9,9.42,0.52,338.25,3.23,5.92,9.15,7.28
1995-05-14,0.07,100.75,4.14,5.8,2.76,3.04,277.75,4.15,72.81,6.29,1.32,3.8,6.67,12.68,11.88,-0.8,278.19,3.42,4.12,7.55,6.37
1995-05-15,0.4,100.28,3.39,4.57,1.91,2.66,227.0,4.82,75.69,7.61,3.25,5.43,8.09,10.32,12.19,1.87,226.69,4.37,3.11,7.47,5.13
1995-05-16,2.91,99.49,4.96,6.59,2.7,3.89,90.56,5.74,84.06,8.38,5.64,7.01,8.62,6.87,11.9,5.04,91.88,4.8,4.2,9.01,6.63
1995-05-17,15.97,98.97,7.62,11.11,3.22,7.89,165.0,5.0,90.94,4.99,3.62,4.3,5.09,5.23,7.3,2.06,151.25,8.37,5.6,13.97,10.17
1995-05-18,0.32,99.73,3.56,4.94,2.41,2.54,303.25,4.58,75.56,6.9,2.48,4.69,7.6,8.91,10.81,1.9,304.19,4.87,3.21,8.08,5.11
1995-05-19,1.71,100.32,4.81,5.66,2.97,2.68,275.0,5.49,76.88,9.4,5.17,7.28,10.01,8.73,14.27,5.54,275.75,1.51,6.05,7.55,6.76
1995-05-20,0.94,101.21,4.58,6.2,1.18,5.02,273.25,5.98,81.31,9.87,6.59,8.23,10.24,7.84,13.55,5.72,274.06,5.83,1.88,7.7,6.3
1995-05-21,0.13,101.58,3.42,4.7,0.97,3.73,160.19,6.53,79.44,11.51,7.78,9.65,11.84,10.36,16.39,6.02,161.94,5.73,1.65,7.38,4.8
1995-05-22,0.01,100.85,3.95,5.95,2.1,3.84,159.94,6.35,77.75,11.35,7.26,9.3,11.66,10.97,16.87,5.9,160.38,2.89,4.39,7.28,5.84
1995-05-23,0.0,99.86,3.56,4.29,2.41,1.88,136.19,6.96,76.75,12.8,8.43,10.62,13.12,13.28,19.27,5.99,137.38,4.55,3.67,8.22,5.58
1995-05-24,2.26,99.28,5.0,7.48,3.27,4.2,147.94,8.24,85.81,13.25,10.87,12.05,13.39,12.34,19.83,7.49,148.81,5.3,4.35,9.66,7.05
1995-05-25,0.64,99.7,5.75,7.7,3.52,4.17,190.81,6.96,79.94,12.11,8.48,10.29,12.4,8.84,16.35,7.51,191.5,3.17,6.47,9.63,8.17
1995-05-26,0.79,100.09,5.22,7.07,3.61,3.46,195.44,7.08,78.81,12.69,8.8,10.74,13.04,9.78,17.69,7.91,196.06,3.56,5.51,9.08,7.41
1995-05-27,2.86,99.96,7.36,9.6,5.38,4.22,176.5,8.24,82.81,14.14,11.05,12.59,14.35,8.12,18.52,10.4,177.81,4.79,7.73,12.51,9.9
1995-05-28,4.22,99.75,8.23,10.82,4.23,6.59,199.69,8.06,80.0,14.3,10.62,12.46,14.33,9.2,18.09,8.9,200.88,6.04,7.79,13.84,11.34
1995-05-29,1.16,100.13,6.25,8.29,4.05,4.24,216.75,7.14,81.62,12.23,8.94,10.58,12.42,8.71,16.43,7.72,217.62,3.03,7.28,10.31,8.74
1995-05-30,4.41,100.61,3.3,3.95,2.59,1.36,301.44,7.39,85.44,12.01,9.52,10.76,12.24,7.69,15.76,8.08,301.88,3.56,3.52,7.08,5.11
1995-05-31,0.68,100.88,3.73,4.75,2.61,2.14,317.19,6.84,80.75,11.9,8.42,10.16,12.58,9.12,16.48,7.37,317.69,2.97,4.02,6.98,5.43
1995-06-01,1.1,100.6,3.66,5.3,2.33,2.97,302.25,6.53,80.94,11.01,7.74,9.37,11.5,11.05,16.32,5.27,302.12,2.3,4.02,6.31,5.36
1995-06-02,0.51,100.34,3.37,4.87,1.42,3.45,284.12,6.59,77.94,11.65,7.74,9.69,12.19,11.12,16.29,5.17,283.94,3.83,2.49,6.32,4.82
1995-06-03,5.66,99.89,4.22,6.23,1.65,4.58,226.94,7.63,91.0,11.34,9.9,10.62,11.22,6.71,14.54,7.83,227.75,4.82,3.18,8.0,6.18
1995-06-04,1.42,100.21,5.85,7.69,3.23,4.45,299.56,6.96,83.69,11.4,8.58,9.99,11.6,5.16,14.03,8.87,300.44,3.76,5.98,9.73,8.12
1995-06-05,0.18,101.08,3.13,4.01,2.16,1.85,322.5,6.65,82.0,11.3,8.12,9.7,11.63,6.32,15.14,8.82,322.62,2.48,3.83,6.3,4.64
1995-06-06,1.9,101.01,3.88,5.37,2.1,3.27,287.25,7.87,87.38,12.59,10.48,11.54,12.76,8.14,16.12,7.97,287.69,2.35,4.48,6.84,5.7
1995-06-07,0.34,100.54,5.7,6.91,3.94,2.96,314.12,6.9,77.69,12.49,8.37,10.43,12.86,8.79,15.85,7.05,314.5,1.62,7.12,8.74,7.82
1995-06-08,0.43,100.63,5.95,7.02,4.66,2.37,315.12,5.92,76.62,10.51,6.26,8.39,11.23,7.59,14.17,6.58,316.25,2.77,5.84,8.6,7.8
1995-06-09,0.42,100.65,5.74,7.74,2.36,5.38,321.12,6.29,75.12,11.87,7.11,9.48,12.27,8.66,16.83,8.16,322.12,4.44,5.23,9.67,7.91
1995-06-10,1.06,100.36,3.98,5.66,1.84,3.82,332.62,6.47,81.69,10.66,7.44,9.05,11.03,6.07,13.51,7.44,333.25,3.2,3.97,7.17,5.79
1995-06-11,2.69,100.02,4.74,6.8,3.24,3.56,150.94,7.39,88.44,11.32,9.41,10.37,11.44,6.54,14.3,7.76,151.75,3.4,5.1,8.5,6.62
1995-06-12,0.69,100.58,5.41,6.62,3.41,3.22,27.31,5.74,77.12,9.98,5.87,7.92,10.48,7.78,13.46,5.68,12.81,1.91,6.33,8.23,7.38
1995-06-13,0.34,100.93,4.45,5.77,2.46,3.31,97.12,6.1,80.75,9.99,6.68,8.33,10.48,9.21,13.85,4.64,97.81,1.98,5.23,7.2,6.35
1995-06-14,0.08,100.87,4.84,6.71,2.02,4.69,311.19,6.04,76.62,10.71,6.54,8.62,10.96,9.29,15.37,6.08,312.0,5.35,4.21,9.55,7.12
1995-06-15,0.11,100.43,4.56,5.91,3.12,2.79,320.94,7.2,81.06,12.39,9.06,10.73,12.62,8.83,16.09,7.26,321.06,2.95,5.1,8.05,6.65
1995-06-16,0.68,100.1,4.09,4.59,3.59,1.0,282.19,7.57,82.44,12.87,9.78,11.32,13.26,8.23,17.51,9.29,282.5,1.86,4.74,6.6,5.63
1995-06-17,2.13,99.33,5.82,7.66,3.63,4.02,242.94,8.24,85.81,13.42,10.95,12.19,13.33,8.77,17.91,9.14,243.94,3.27,6.55,9.82,8.28
1995-06-18,0.05,99.99,4.4,6.09,2.4,3.7,274.38,7.26,76.38,13.59,9.21,11.4,13.93,9.4,17.76,8.36,274.44,2.71,5.24,7.95,6.53
1995-06-19,0.22,100.43,5.02,6.51,3.38,3.12,225.25,9.34,84.25,15.68,12.84,14.26,16.01,13.31,22.12,8.82,226.12,2.19,5.85,8.04,7.12
1995-06-20,0.57,100.61,4.27,5.55,2.69,2.87,248.62,10.07,83.94,17.08,14.18,15.63,17.44,11.08,22.59,11.51,249.25,2.23,5.02,7.25,6.16
1995-06-21,0.03,101.51,3.8,5.3,1.91,3.39,279.31,6.9,72.19,13.99,8.6,11.3,14.48,8.38,17.76,9.37,278.94,3.03,3.85,6.88,5.24
1995-06-22,0.0,101.95,2.78,4.97,0.23,4.75,38.81,7.45,74.81,14.67,9.75,12.21,15.1,13.01,20.74,7.73,38.81,6.48,0.29,6.76,4.25
1995-06-23,0.02,101.74,5.52,7.89,2.67,5.22,28.06,6.41,71.69,13.23,7.6,10.41,13.6,12.34,19.13,6.79,28.62,3.8,5.89,9.69,7.89
1995-06-24,0.35,101.52,6.07,7.55,4.33,3.23,23.75,8.0,82.12,14.02,10.86,12.44,14.66,8.49,18.47,9.98,24.38,2.98,6.34,9.32,8.0
1995-06-25,0.17,101.6,3.98,5.06,2.77,2.29,45.62,8.79,82.19,15.38,12.15,13.76,16.23,12.37,21.3,8.94,46.31,2.66,4.02,6.68,5.61
1995-06-26,0.14,101.58,5.28,6.94,2.88,4.05,43.69,8.85,80.31,15.8,12.19,13.99,16.36,12.91,22.4,9.5,44.38,3.64,5.34,8.98,7.31
1995-06-27,0.08,101.32,5.85,7.34,3.98,3.38,41.81,7.75,74.69,15.42,10.33,12.87,15.69,13.5,22.11,8.61,42.56,2.0,6.95,8.95,7.98
1995-06-28,0.06,101.05,4.98,6.27,3.09,3.17,58.88,9.89,79.75,17.62,13.74,15.68,17.92,15.74,25.2,9.46,60.0,2.35,5.58,7.93,7.0
1995-06-29,0.01,100.81,3.18,3.73,2.35,1.38,87.38,9.16,73.75,18.08,12.73,15.4,18.27,14.33,24.47,10.14,87.94,3.68,3.05,6.73,4.93
1995-06-30,0.03,100.41,3.05,7.2,1.48,5.72,185.5,9.46,71.94,18.92,13.07,15.99,19.32,16.2,26.74,10.55,185.31,7.72,1.74,9.46,4.39
1995-07-01,0.12,100.62,5.3,6.37,3.71,2.66,65.88,8.18,79.31,14.76,11.05,12.9,15.57,8.98,19.3,10.33,66.94,1.97,6.0,7.97,6.76
1995-07-02,0.99,99.66,2.59,3.08,2.01,1.07,199.12,8.36,80.75,14.59,11.12,12.85,15.37,10.45,19.49,9.04,199.44,3.1,2.15,5.25,3.64
1995-07-03,1.49,99.4,2.82,4.24,0.35,3.89,242.25,8.24,80.81,14.42,11.0,12.71,15.05,6.27,17.15,10.89,271.0,4.77,0.7,5.46,3.81
1995-07-04,0.16,100.2,4.73,6.76,2.35,4.4,295.94,7.75,81.12,13.46,10.08,11.77,13.83,9.97,17.8,7.83,296.38,3.63,4.71,8.35,6.69
1995-07-05,0.03,100.72,3.84,5.98,1.99,3.98,264.38,8.73,81.12,15.26,12.05,13.65,15.36,12.41,20.65,8.23,264.75,4.77,2.76,7.52,5.58
1995-07-06,0.1,100.57,5.34,6.89,3.89,3.0,244.88,9.95,80.94,17.58,13.99,15.79,18.01,12.13,23.49,11.36,245.69,2.44,5.99,8.43,7.42
1995-07-07,0.07,100.57,4.58,5.75,2.28,3.47,252.69,10.5,79.62,18.67,14.79,16.73,19.13,10.2,23.6,13.4,253.25,2.77,5.12,7.9,6.59
1995-07-08,0.18,100.95,4.09,7.17,2.09,5.09,87.81,9.89,79.44,17.66,13.88,15.77,18.26,11.66,23.45,11.8,89.06,5.88,3.38,9.25,5.59
1995-07-09,0.06,100.95,5.87,6.77,4.74,2.04,64.88,9.58,80.25,17.0,13.33,15.16,17.55,12.71,23.32,10.61,66.0,1.37,6.89,8.26,7.69
1995-07-10,0.58,100.32,5.45,6.59,4.44,2.15,75.12,11.96,83.81,19.53,16.51,18.02,19.85,14.48,26.34,11.87,76.56,1.92,6.3,8.23,7.32
1995-07-11,3.33,99.71,2.82,4.27,1.5,2.77,137.94,12.45,86.75,19.66,17.28,18.47,20.0,9.15,24.31,15.16,139.38,4.77,1.6,6.38,4.12
1995-07-12,0.52,99.93,3.43,4.96,2.12,2.84,223.06,10.31,79.12,18.42,14.42,16.42,18.71,10.36,23.69,13.33,222.69,3.82,3.34,7.16,5.38
1995-07-13,4.9,99.87,3.17,4.64,1.57,3.07,189.56,10.38,86.31,16.87,14.51,15.69,16.95,9.42,21.41,11.99,190.38,4.99,2.06,7.05,4.9
1995-07-14,2.65,99.38,6.23,9.16,2.19,6.98,196.5,9.22,75.25,17.43,12.67,15.05,17.66,8.22,21.51,13.3,197.12,6.74,4.72,11.47,8.8
1995-07-15,3.07,99.25,5.68,7.48,3.44,4.04,221.38,9.46,81.44,16.47,13.08,14.77,16.69,7.96,20.68,12.72,222.25,2.74,6.48,9.23,7.99
1995-07-16,1.93,99.78,4.05,5.09,2.11,2.98,251.94,9.46,81.75,16.48,13.08,14.78,16.8,8.09,20.3,12.2,252.31,2.65,4.46,7.11,5.98
1995-07-17,1.05,99.9,5.39,7.2,3.62,3.58,237.06,9.09,81.12,16.05,12.57,14.31,16.26,7.9,20.1,12.19,237.69,2.78,6.24,9.03,7.7
1995-07-18,2.94,100.04,7.61,10.2,4.74,5.45,241.12,11.9,83.62,19.6,16.6,18.1,19.71,10.28,24.55,14.27,242.25,5.43,7.69,13.12,10.34
1995-07-19,0.07,100.84,4.14,5.09,2.53,2.56,246.88,12.39,80.75,21.23,17.48,19.35,21.61,10.66,26.59,15.93,247.25,2.35,5.17,7.52,6.12
1995-07-20,0.03,100.56,3.36,4.16,2.46,1.71,242.31,12.02,79.19,20.94,16.92,18.94,21.26,12.05,26.73,14.67,241.88,2.98,3.8,6.79,5.3
1995-07-21,0.9,100.34,3.89,5.62,2.73,2.89,302.25,10.07,82.5,17.15,14.05,15.6,17.51,9.75,20.64,10.88,301.88,2.64,4.33,6.98,5.8
1995-07-22,0.01,100.97,4.42,6.2,2.13,4.06,303.81,7.2,73.0,14.41,9.19,11.8,15.05,10.03,19.25,9.22,304.0,3.94,3.73,7.66,6.34
